title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
La Fortuna,0.812,0.549,3.0,-7.285,1.0,0.0625,0.589,3.44e-05,0.0978,0.667,79.97,latin
Qué Pasa Loco,0.789,0.727,0.0,-9.011,1.0,0.0578,0.252,1.04e-05,0.0676,0.96,87.739,latin
Mi Media Mitad,0.74,0.674,0.0,-5.818,1.0,0.033,0.404,1.28e-06,0.278,0.824,154.171,latin
Preciosa,0.809,0.635,9.0,-6.238,1.0,0.0566,0.425,0.0,0.269,0.498,106.002,latin
Babalu,0.552,0.765,5.0,-10.276,1.0,0.203,0.985,0.000938,0.448,0.528,129.487,latin
Ay Amor (Bolero),0.462,0.18,8.0,-12.152,1.0,0.05,0.99,0.0427,0.107,0.405,81.43,latin
"Cuba Esta de Moda (Remix) [feat. Srta. Dayana, Micha, Divan, Jay Maly & El Chacal]",0.804,0.904,10.0,-2.446,0.0,0.114,0.203,0.0,0.147,0.961,104.032,latin
Otro Día Más Sin Verte,0.747,0.67,1.0,-10.379,1.0,0.0287,0.0165,7.92e-05,0.0499,0.69,105.908,latin
Guachineo,0.747,0.897,10.0,-2.689,0.0,0.0421,0.0699,0.0,0.0708,0.815,103.961,latin
Bacalao Con Pan,0.449,0.781,7.0,-12.849,0.0,0.0823,0.0944,0.681,0.503,0.928,119.166,latin
Por Donde Vas,0.651,0.515,5.0,-9.857,1.0,0.0482,0.718,2.92e-06,0.0968,0.579,88.948,latin
Flotando - Miami Version,0.807,0.727,8.0,-7.524,0.0,0.0684,0.0509,0.0,0.39,0.699,100.203,latin
Manteca,0.614,0.73,10.0,-6.089,0.0,0.199,0.551,0.852,0.108,0.654,96.737,latin
Mambo No 5,0.816,0.416,5.0,-17.795,0.0,0.244,0.337,0.791,0.0452,0.825,90.148,latin
Freedom,0.683,0.946,2.0,-4.356,1.0,0.122,0.15,0.0,0.136,0.829,118.025,latin
Lagrimas Negras,0.368,0.407,5.0,-8.007,0.0,0.0309,0.866,0.0,0.11,0.406,105.406,latin
La Mentira,0.818,0.792,1.0,-3.972,1.0,0.0661,0.0323,0.000157,0.11,0.576,100.011,latin
Amor Verdadero,0.594,0.542,2.0,-10.224,1.0,0.0382,0.358,5.88e-06,0.176,0.744,136.524,latin
El Carretero,0.75,0.722,9.0,-8.854,0.0,0.04,0.206,0.218,0.153,0.925,93.519,latin
Camina y Vén,0.73,0.915,11.0,-4.626,0.0,0.0383,0.374,2.27e-05,0.0822,0.911,92.487,latin
Patria Querida,0.84,0.565,0.0,-9.145,1.0,0.0666,0.703,1.18e-05,0.127,0.709,124.247,latin
El Cuarto de Tula,0.552,0.664,9.0,-13.167,1.0,0.0454,0.595,0.000409,0.299,0.862,104.776,latin
Dulce Habanera,0.579,0.737,8.0,-4.386,1.0,0.0545,0.187,0.0821,0.0324,0.855,125.542,latin
De Camino a La Vereda,0.658,0.451,3.0,-11.453,1.0,0.0386,0.857,0.000262,0.179,0.961,85.001,latin
Acid,0.561,0.647,0.0,-8.578,1.0,0.0559,0.0336,0.872,0.0741,0.943,157.626,latin
Mishugina Mambo,0.701,0.878,10.0,-9.509,0.0,0.0505,0.801,0.865,0.0625,0.972,113.562,latin
Donde va chichi,0.535,0.712,9.0,-9.272,1.0,0.0395,0.0979,0.000155,0.0434,0.837,116.341,latin
Dos Gardenias,0.547,0.2,4.0,-16.734,0.0,0.0392,0.826,3.84e-05,0.135,0.533,91.768,latin
Moliendo Café,0.447,0.623,6.0,-6.136,0.0,0.0485,0.716,0.0,0.19,0.705,91.914,latin
Mueve la Cintura Mulata,0.65,0.556,4.0,-11.344,0.0,0.0457,0.0657,0.000566,0.0632,0.763,103.109,latin
Soy El Rey,0.51,0.643,5.0,-6.415,1.0,0.0369,0.77,0.00346,0.251,0.581,109.527,latin
Camina y Prende el Fogon,0.834,0.476,9.0,-10.24,0.0,0.0481,0.543,0.00321,0.0938,0.845,151.517,latin
Yeah!,0.661,0.543,8.0,-11.824,0.0,0.0781,0.455,0.0096,0.0988,0.843,103.722,latin
Alborada Guajira,0.676,0.527,7.0,-8.757,1.0,0.0397,0.804,0.111,0.153,0.783,100.75,latin
Ché Ché Colé,0.761,0.886,5.0,-4.87,1.0,0.0398,0.376,0.0,0.0732,0.937,101.379,latin
El Paso De Encarnacion,0.585,0.73,0.0,-4.266,1.0,0.0422,0.746,5.79e-06,0.0657,0.904,102.238,latin
María Cristina,0.52,0.453,8.0,-14.579,1.0,0.038,0.327,2.17e-05,0.0434,0.926,93.075,latin
Son De La Loma,0.71,0.599,9.0,-6.944,1.0,0.0504,0.886,0.0136,0.166,0.789,93.438,latin
El Cayuco,0.748,0.626,7.0,-9.086,1.0,0.0588,0.444,0.166,0.0445,0.902,127.688,latin
Tumba Pala Cocuyé,0.76,0.619,0.0,-8.489,1.0,0.045,0.268,0.157,0.116,0.835,127.604,latin
Y tú qué has hecho,0.522,0.464,3.0,-9.949,1.0,0.0314,0.783,0.00672,0.0901,0.81,144.87,latin
Descarga Cubana,0.634,0.709,7.0,-13.907,1.0,0.0694,0.463,0.594,0.0884,0.647,110.142,latin
Amorosa Guajira,0.762,0.243,5.0,-12.631,0.0,0.0392,0.871,0.00124,0.22,0.621,107.952,latin
Voy Pa' Mayari - Remastered,0.619,0.672,7.0,-10.064,1.0,0.0508,0.042,0.00085,0.114,0.801,116.012,latin
Linda Guajira,0.715,0.344,9.0,-9.226,0.0,0.0433,0.884,1.3e-06,0.117,0.551,121.799,latin
Guantanamera,0.752,0.633,5.0,-3.989,1.0,0.0302,0.176,3.88e-05,0.105,0.788,126.853,latin
Piensa en Mí,0.628,0.259,4.0,-10.581,0.0,0.0262,0.867,0.0231,0.118,0.457,97.004,latin
Buenos hermanos,0.749,0.64,0.0,-9.125,1.0,0.0347,0.649,0.0207,0.167,0.906,134.476,latin
El Yerbito Moderno,0.579,0.957,9.0,-3.88,1.0,0.0424,0.479,0.00354,0.556,0.656,118.389,latin
Balcon de Santiago - Remastered,0.604,0.701,9.0,-9.756,1.0,0.0384,0.768,0.00158,0.116,0.968,96.792,latin
Candela,0.525,0.619,9.0,-12.322,1.0,0.0354,0.719,0.000168,0.289,0.807,101.045,latin
Bemba Colora,0.524,0.803,5.0,-5.652,0.0,0.113,0.631,0.00369,0.962,0.827,120.902,latin
"Temba, Tumba Y Timba",0.577,0.858,2.0,-7.598,1.0,0.0475,0.468,0.0,0.315,0.96,108.332,latin
Quimbara,0.6,0.633,4.0,-7.507,0.0,0.0667,0.741,0.0736,0.0478,0.965,120.627,latin
"Apúntame una, mi social",0.609,0.479,7.0,-10.715,1.0,0.0755,0.541,9.63e-06,0.0299,0.88,104.245,latin
Tamalitos De Olga,0.715,0.729,7.0,-5.445,1.0,0.047,0.562,0.00936,0.0467,0.971,83.278,latin
Tibiri Tabara,0.61,0.651,5.0,-7.341,1.0,0.0357,0.712,8.3e-05,0.104,0.815,89.844,latin
Cloud Nine,0.582,0.954,9.0,-6.122,0.0,0.215,0.0763,0.833,0.0872,0.627,131.288,latin
Yo Soy El Punto Cubano,0.826,0.719,2.0,-11.174,1.0,0.0571,0.493,6.1e-05,0.0456,0.873,109.816,latin
Sarandonga,0.593,0.708,6.0,-11.307,0.0,0.0462,0.849,0.00929,0.171,0.938,104.693,latin
Maria Cristina,0.567,0.492,7.0,-9.275,1.0,0.0396,0.267,0.000235,0.199,0.773,95.688,latin
El Agua De Belen,0.683,0.764,5.0,-6.465,0.0,0.0605,0.677,0.00299,0.0851,0.912,96.662,latin
Watermelon Man,0.709,0.715,5.0,-12.488,1.0,0.0307,0.359,0.00414,0.0976,0.909,119.143,latin
Esto te pone la Cabeza Mala,0.639,0.988,9.0,-6.08,0.0,0.038,0.246,2.74e-05,0.286,0.888,102.354,latin
La Charanga,0.768,0.474,2.0,-12.739,1.0,0.0615,0.31,0.142,0.0632,0.64,105.178,latin
Guajira (I Love U 2 Much),0.809,0.753,11.0,-7.93,0.0,0.12,0.0212,0.000191,0.0909,0.686,104.038,latin
Como Traigo La Yuca - Live,0.479,0.378,5.0,-16.853,1.0,0.0554,0.874,0.863,0.763,0.686,157.137,latin
Dusk Till Dawn - Radio Edit,0.258,0.437,11.0,-6.593,0.0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,romance
Can I Be Him,0.696,0.543,11.0,-6.164,1.0,0.0489,0.308,0.0,0.0939,0.478,107.969,romance
I Can't Fall in Love Without You,0.485,0.332,4.0,-9.244,1.0,0.0338,0.784,0.000122,0.146,0.255,130.813,romance
What Now,0.397,0.683,11.0,-4.701,1.0,0.0439,0.077,0.0,0.638,0.196,179.922,romance
Don't Let Me Down,0.446,0.37,9.0,-8.447,1.0,0.0464,0.913,0.0,0.126,0.208,108.58,romance
Unsteady,0.376,0.662,0.0,-6.124,1.0,0.057,0.175,0.000691,0.203,0.237,107.209,romance
"Read All About It, Pt. III",0.63,0.44,2.0,-7.186,1.0,0.0249,0.822,3.87e-06,0.0926,0.338,98.082,romance
Mistakes,0.678,0.607,0.0,-7.19,1.0,0.075,0.174,0.0,0.0788,0.445,91.973,romance
It's Gotta Be You,0.322,0.732,8.0,-4.903,1.0,0.0442,0.225,0.0,0.11,0.58,92.132,romance
Perfect,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,romance
Nervous - Acoustic,0.427,0.127,7.0,-12.731,1.0,0.0419,0.964,1.92e-06,0.109,0.238,76.357,romance
When You Love Someone,0.68,0.446,7.0,-6.039,1.0,0.0281,0.256,0.0,0.0515,0.34,125.863,romance
Let Her Go,0.509,0.538,7.0,-7.335,1.0,0.0572,0.385,0.0,0.104,0.242,75.089,romance
I Believe in Us,0.555,0.423,0.0,-6.232,1.0,0.044,0.799,0.0,0.112,0.257,137.044,romance
Love So Soft,0.811,0.596,11.0,-5.428,1.0,0.0621,0.00755,1.15e-05,0.0588,0.673,130.03,romance
Halo,0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.476,79.983,romance
The Night We Met,0.549,0.371,2.0,-9.56,1.0,0.0378,0.97,0.132,0.639,0.117,87.024,romance
Reminding Me,0.562,0.569,9.0,-4.798,0.0,0.0459,0.0906,0.0,0.0846,0.283,132.797,romance
Me And My Broken Heart,0.545,0.775,5.0,-4.325,0.0,0.0349,0.00636,0.0,0.192,0.506,174.086,romance
Rearrange,0.687,0.429,10.0,-6.524,1.0,0.0344,0.298,0.00032,0.193,0.232,121.11,romance
Issues,0.683,0.427,8.0,-6.827,1.0,0.0777,0.368,0.0,0.0604,0.431,113.634,romance
Lonely Together (feat. Rita Ora),0.648,0.667,2.0,-5.294,0.0,0.065,0.137,2.1e-05,0.0797,0.221,102.966,romance
Without You (feat. Sandro Cavazza),0.652,0.855,2.0,-4.832,1.0,0.0441,0.00179,0.0,0.0404,0.287,134.009,romance
Alone,0.423,0.621,8.0,-7.357,1.0,0.064,0.36,1.13e-06,0.183,0.176,115.321,romance
Symphony,0.718,0.609,0.0,-4.699,0.0,0.0429,0.281,3.29e-05,0.234,0.47,122.948,romance
Wasn't Expecting That,0.591,0.415,6.0,-6.936,1.0,0.0437,0.424,0.000299,0.111,0.203,90.483,romance
Save As Draft,0.595,0.562,9.0,-7.28,1.0,0.0512,0.345,0.0,0.0981,0.0647,131.965,romance
How Long Will I Love You - Bonus Track,0.51,0.305,0.0,-9.132,1.0,0.0317,0.219,0.000456,0.118,0.154,126.075,romance
Your Song,0.855,0.624,1.0,-4.093,1.0,0.0488,0.158,0.0,0.0513,0.962,117.959,romance
You Are In Love,0.574,0.465,2.0,-8.953,1.0,0.0374,0.708,5.88e-05,0.0898,0.321,85.026,romance
No Vacancy,0.711,0.722,5.0,-3.946,1.0,0.0472,0.062,0.0,0.14,0.483,99.954,romance
The Cure,0.696,0.503,8.0,-4.842,1.0,0.0356,0.0745,0.0,0.0869,0.539,99.977,romance
Somewhere Only We Know,0.314,0.286,10.0,-10.191,1.0,0.035,0.935,0.0258,0.0999,0.265,172.021,romance
Paris,0.646,0.644,2.0,-6.763,1.0,0.031,0.0243,0.0,0.0888,0.26,99.999,romance
Strip That Down,0.87,0.488,6.0,-5.586,1.0,0.0537,0.221,0.0,0.0767,0.526,106.008,romance
Water Under the Bridge,0.596,0.838,5.0,-6.52,0.0,0.0704,0.0189,1.54e-05,0.108,0.479,94.982,romance
Say You Won't Let Go,0.4,0.564,10.0,-7.444,1.0,0.0523,0.693,0.0,0.0863,0.449,99.269,romance
Unconditionally,0.55,0.729,7.0,-4.8,1.0,0.0385,0.00338,0.0,0.208,0.364,129.063,romance
Another Love,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.6e-05,0.0944,0.126,122.764,romance
Let Me Love You,0.462,0.83,8.0,-4.089,0.0,0.0673,0.123,0.0,0.0726,0.536,105.058,romance
I Don’t Wanna Live Forever (Fifty Shades Darker),0.74,0.46,0.0,-8.363,1.0,0.0674,0.0546,1.35e-05,0.353,0.08,117.988,romance
Make You Feel My Love,0.552,0.173,10.0,-10.576,1.0,0.0292,0.907,0.000401,0.105,0.0841,76.97,romance
Fireproof,0.63,0.303,11.0,-9.457,1.0,0.0402,0.85,0.0,0.0718,0.527,97.918,romance
Oceans Away,0.632,0.647,8.0,-8.587,1.0,0.0294,0.141,0.104,0.0908,0.222,105.945,romance
Roses,0.613,0.48,0.0,-6.761,1.0,0.0351,0.424,0.0,0.117,0.298,77.883,romance
By Your Side,0.694,0.73,6.0,-3.852,1.0,0.0334,0.0754,0.0,0.058,0.639,123.0,romance
Love Me Now,0.416,0.773,8.0,-3.784,1.0,0.0949,0.572,0.0,0.105,0.714,122.65,romance
For The Love,0.614,0.589,6.0,-8.043,0.0,0.0354,0.203,0.0,0.114,0.372,107.959,romance
Marvin Gaye (feat. Meghan Trainor),0.795,0.616,1.0,-5.281,0.0,0.06,0.417,0.0,0.349,0.818,110.015,romance
Mirrors,0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.51,76.899,romance
"Que Me Alcance la Vida - Primera Fila Acústico ""Una Última Vez - Encore""",0.461,0.229,11.0,-13.082,1.0,0.0449,0.935,0.0,0.944,0.275,122.285,romance
Qué Gano Olvidándote,0.593,0.691,2.0,-7.638,1.0,0.0253,0.141,0.0,0.114,0.225,99.946,romance
Fuiste Tú,0.591,0.672,5.0,-3.515,1.0,0.0375,0.622,0.0,0.112,0.262,139.939,romance
Se puede amar,0.504,0.628,6.0,-4.28,0.0,0.0467,0.198,0.0,0.111,0.241,142.884,romance
Llegaste Tú,0.544,0.583,0.0,-4.445,1.0,0.0254,0.214,0.0,0.165,0.264,146.056,romance
"Te Quiero Mucho, Mucho",0.607,0.645,5.0,-6.096,1.0,0.0298,0.306,0.0,0.0976,0.543,107.045,romance
No vaya a ser,0.731,0.687,1.0,-7.399,0.0,0.0586,0.232,2.33e-05,0.265,0.577,99.995,romance
Te Regalo,0.59,0.115,2.0,-10.034,1.0,0.0385,0.968,0.0,0.0871,0.311,121.692,romance
Inocente,0.659,0.489,10.0,-6.819,1.0,0.0367,0.39,0.0,0.111,0.722,134.177,romance
Tú,0.567,0.333,0.0,-8.818,1.0,0.0258,0.714,4.53e-06,0.25,0.21,139.807,romance
Por fin,0.612,0.409,6.0,-9.85,1.0,0.0362,0.418,1.44e-06,0.149,0.235,73.943,romance
El Verdadero Amor Perdona,0.777,0.788,6.0,-4.289,1.0,0.0273,0.491,4.16e-06,0.143,0.711,113.449,romance
Te Amo,0.584,0.636,10.0,-6.654,1.0,0.0517,0.539,5.94e-06,0.871,0.332,129.24,romance
Llegaste Tú,0.755,0.524,1.0,-6.711,1.0,0.0394,0.792,0.0,0.199,0.527,119.95,romance
Más Que Suerte,0.591,0.68,8.0,-4.568,1.0,0.064,0.451,0.0,0.13,0.492,160.132,romance
Estar Contigo,0.66,0.486,11.0,-6.602,1.0,0.0314,0.676,0.0,0.089,0.164,131.732,romance
De Venus,0.457,0.605,7.0,-5.767,1.0,0.0432,0.468,0.0,0.103,0.185,134.642,romance
Probablemente,0.666,0.466,7.0,-5.704,1.0,0.0288,0.352,0.0,0.117,0.594,80.07,romance
Fotografía - Duet With Juanes,0.592,0.703,7.0,-5.062,1.0,0.0483,0.273,0.0,0.155,0.623,85.157,romance
Creo en Ti,0.584,0.268,3.0,-9.54,1.0,0.0258,0.857,0.0,0.142,0.444,85.949,romance
Volví a Nacer,0.588,0.812,5.0,-4.172,1.0,0.0429,0.0171,0.0,0.111,0.519,97.98,romance
Cautivo de Este Amor,0.559,0.81,0.0,-3.201,1.0,0.0401,0.522,2.57e-06,0.108,0.799,88.786,romance
La Mujer Que Bota Fuego (feat. Natalia Jiménez),0.589,0.418,2.0,-8.586,1.0,0.232,0.775,0.0,0.121,0.426,169.423,romance
Corazones Invencibles,0.553,0.713,0.0,-3.264,1.0,0.0285,0.181,0.0,0.156,0.3,133.832,romance
Mi verdad - feat. Shakira,0.857,0.561,9.0,-7.288,1.0,0.0292,0.435,0.0,0.0831,0.769,99.989,romance
Entre tu boca y la mía,0.732,0.654,11.0,-6.489,0.0,0.0251,0.632,2.82e-06,0.346,0.769,127.965,romance
Enrédame,0.19,0.25,9.0,-10.73,1.0,0.0369,0.756,6.27e-05,0.11,0.152,170.66,romance
La Carretera - Recorded at Spotify Studios NYC,0.655,0.46,7.0,-10.041,0.0,0.0411,0.534,0.0,0.153,0.248,120.164,romance
Si tú no vuelves - MTV Unplugged,0.619,0.484,7.0,-9.579,1.0,0.0349,0.72,0.000228,0.667,0.56,132.219,romance
Una y otra vez,0.42,0.481,4.0,-8.284,1.0,0.027,0.276,1.55e-06,0.345,0.381,82.112,romance
Perderme En Ti,0.619,0.259,6.0,-9.397,1.0,0.0325,0.93,5.23e-06,0.085,0.431,123.663,romance
Mis Planes Son Amarte,0.589,0.503,9.0,-9.353,1.0,0.152,0.732,1.69e-06,0.0814,0.42,90.327,romance
Me Muero Contigo,0.491,0.451,2.0,-9.704,0.0,0.026,0.582,2.58e-06,0.312,0.386,77.031,romance
Primera Cita,0.612,0.686,10.0,-5.375,1.0,0.0337,0.221,0.0,0.133,0.518,94.932,romance
Mi Buen Amor,0.4,0.541,7.0,-4.527,1.0,0.0274,0.557,2.13e-05,0.136,0.28,99.343,romance
Te Encontré,0.799,0.478,0.0,-10.095,1.0,0.0469,0.585,0.464,0.111,0.84,120.006,romance
Son Amores (That's Amore),0.504,0.186,5.0,-17.115,1.0,0.0331,0.954,0.0307,0.106,0.343,147.005,romance
Lo Tenga O No,0.306,0.58,6.0,-6.803,1.0,0.0315,0.252,0.0,0.114,0.307,149.24,romance
Mi Bendicion,0.827,0.439,0.0,-6.895,1.0,0.0339,0.782,0.0,0.107,0.82,124.758,romance
Querida,0.431,0.589,0.0,-5.284,1.0,0.0282,0.315,0.0,0.0919,0.496,178.069,romance
A Tu Lado,0.618,0.386,8.0,-8.982,1.0,0.0353,0.8,0.0,0.109,0.37,134.927,romance
Deja vu,0.732,0.801,9.0,-3.859,1.0,0.0327,0.39,0.0,0.31,0.818,123.981,romance
Empiezo a Caer,0.733,0.36,11.0,-11.545,1.0,0.0431,0.347,9.95e-06,0.113,0.527,120.027,romance
Quiéreme despacito,0.686,0.776,4.0,-3.597,1.0,0.0315,0.0955,0.0,0.134,0.63,125.985,romance
Deja Que Te Bese,0.707,0.911,1.0,-2.892,1.0,0.0559,0.149,0.0,0.111,0.532,104.878,romance
Llegaste tú (feat. Reykon),0.698,0.868,8.0,-3.016,0.0,0.0855,0.259,1.23e-06,0.0783,0.48,102.989,romance
Cuando Te Encontré,0.671,0.822,2.0,-4.676,1.0,0.0542,0.175,0.0,0.269,0.649,94.041,romance
Carmín,0.731,0.675,11.0,-5.428,1.0,0.0397,0.668,0.0,0.16,0.731,120.963,romance
Eterno,0.328,0.582,1.0,-6.153,1.0,0.0426,0.0327,0.0,0.125,0.335,104.967,romance
Simplemente Tú,0.483,0.588,7.0,-5.502,1.0,0.0311,0.47,0.0,0.0994,0.273,139.93,romance
Con los Años Que Me Quedan,0.552,0.303,2.0,-10.579,1.0,0.0429,0.772,0.0,0.119,0.335,85.921,romance
Carmesí,0.809,0.508,1.0,-9.182,1.0,0.0328,0.654,0.000224,0.105,0.734,121.968,romance
Bendecido,0.884,0.531,8.0,-8.324,0.0,0.0745,0.533,0.0014,0.0731,0.8,100.05,romance
Te Tengo Que Meter En Mi Vida,0.675,0.508,4.0,-11.741,1.0,0.034,0.302,0.012,0.089,0.45,135.043,romance
El cielo que me das,0.672,0.681,11.0,-5.757,1.0,0.0441,0.0852,0.0,0.135,0.597,106.454,romance
Estaré,0.616,0.36,0.0,-9.466,1.0,0.039,0.861,0.000709,0.367,0.26,74.567,romance
Todavía Te Quiero,0.775,0.901,11.0,-2.875,0.0,0.191,0.0348,0.0,0.108,0.895,92.991,romance
Amar Así,0.879,0.65,1.0,-6.91,0.0,0.0871,0.00956,0.00835,0.14,0.429,98.998,romance
La Vida Me Cambió,0.662,0.928,8.0,-4.102,1.0,0.0799,0.042,5.68e-05,0.431,0.765,180.038,romance
Estoy Enamorado,0.727,0.664,0.0,-7.285,1.0,0.0457,0.165,0.0,0.757,0.911,128.01,romance
Dulce Vino,0.375,0.598,1.0,-6.874,0.0,0.351,0.117,0.0,0.17,0.629,174.993,romance
Stand By Me,0.642,0.156,9.0,-16.998,1.0,0.0376,0.114,0.000103,0.105,0.669,119.743,romance
Fast Car,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.192,103.951,romance
Every Breath You Take - Remastered 2003,0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0701,0.733,117.401,romance
"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",0.39,0.649,2.0,-5.163,1.0,0.0345,0.172,0.0,0.216,0.148,121.16,romance
Ain't No Mountain High Enough,0.669,0.616,11.0,-10.776,0.0,0.033,0.482,0.0,0.179,0.803,130.037,romance
Tears In Heaven,0.705,0.324,9.0,-11.217,1.0,0.0246,0.842,0.00386,0.201,0.495,79.051,romance
With Or Without You - Remastered 2007,0.538,0.432,2.0,-11.882,1.0,0.0295,0.000185,0.309,0.139,0.115,110.181,romance
Iris,0.291,0.79,11.0,-5.683,0.0,0.0363,0.00133,5.61e-06,0.0811,0.493,155.667,romance
Time After Time,0.728,0.454,0.0,-9.281,1.0,0.0278,0.512,1.39e-06,0.0831,0.333,130.368,romance
(Everything I Do) I Do It For You,0.52,0.363,1.0,-12.655,1.0,0.0286,0.0752,1.13e-05,0.0609,0.258,131.224,romance
I Will Always Love You,0.311,0.216,4.0,-12.555,1.0,0.0355,0.841,5.31e-06,0.0862,0.108,134.051,romance
Can't Help Falling in Love,0.428,0.244,2.0,-15.447,1.0,0.0269,0.953,0.000144,0.102,0.376,100.495,romance
Unchained Melody,0.349,0.326,0.0,-10.749,1.0,0.0286,0.512,0.00144,0.665,0.278,98.888,romance
Linger,0.438,0.428,7.0,-14.861,1.0,0.0263,0.0841,4.63e-05,0.138,0.217,94.864,romance
Against All Odds (Take A Look At Me Now),0.594,0.444,1.0,-9.042,1.0,0.0284,0.255,0.0,0.159,0.131,116.225,romance
Your Song,0.551,0.27,3.0,-12.808,1.0,0.0326,0.851,7.04e-06,0.0966,0.292,128.221,romance
Right Here Waiting,0.395,0.252,0.0,-13.589,1.0,0.0301,0.8,0.0,0.101,0.125,177.679,romance
Forever Young,0.489,0.483,9.0,-9.466,0.0,0.0275,0.42,0.0028,0.236,0.334,136.822,romance
Back for Good - Radio Mix,0.6,0.504,5.0,-9.761,1.0,0.0292,0.308,0.0,0.137,0.57,78.961,romance
Total Eclipse of the Heart,0.428,0.644,8.0,-7.582,1.0,0.0628,0.205,0.0,0.119,0.13,129.432,romance
Wonderful Tonight,0.576,0.252,7.0,-14.638,1.0,0.0284,0.328,0.0543,0.281,0.429,95.455,romance
True,0.728,0.57,0.0,-8.886,1.0,0.028,0.389,0.0767,0.059,0.387,97.363,romance
It Must Have Been Love,0.52,0.652,5.0,-6.655,1.0,0.0274,0.34,5.49e-05,0.256,0.706,80.609,romance
More Than Words,0.615,0.129,6.0,-14.892,1.0,0.0286,0.468,0.0,0.114,0.269,91.769,romance
My Girl,0.572,0.418,0.0,-10.738,1.0,0.0349,0.635,0.0,0.0961,0.686,104.566,romance
Easy,0.575,0.432,10.0,-13.642,0.0,0.0314,0.233,0.00135,0.0743,0.354,132.145,romance
I Want To Know What Love Is - Remastered,0.477,0.471,6.0,-10.036,1.0,0.0277,0.193,1.76e-06,0.131,0.42,81.204,romance
She's Like the Wind,0.596,0.349,4.0,-14.097,0.0,0.0295,0.273,2.38e-05,0.167,0.233,124.932,romance
(I've Had) The Time of My Life,0.697,0.665,6.0,-12.907,0.0,0.0412,0.0476,0.00665,0.0796,0.495,108.535,romance
Angel,0.532,0.0744,1.0,-16.092,1.0,0.0355,0.949,1.22e-05,0.106,0.121,117.131,romance
Kiss From A Rose,0.583,0.532,10.0,-7.11,0.0,0.0309,0.684,0.0,0.306,0.219,131.741,romance
I Say A Little Prayer,0.495,0.573,9.0,-8.637,1.0,0.0318,0.305,0.0,0.16,0.472,133.271,romance
At Last - Single Version,0.168,0.326,5.0,-9.981,1.0,0.0324,0.721,0.0006,0.316,0.316,174.794,romance
Will You Still Love Me Tomorrow? - 2011,0.569,0.632,0.0,-4.538,1.0,0.0257,0.174,0.000231,0.134,0.288,93.239,romance
How Do I Live,0.577,0.462,2.0,-7.989,1.0,0.0279,0.128,0.0,0.0822,0.245,128.303,romance
Escape (The Pina Colada Song),0.834,0.496,0.0,-13.653,1.0,0.0597,0.501,3.07e-06,0.0449,0.94,138.791,romance
Nothing's Gonna Stop Us Now,0.643,0.801,6.0,-4.921,1.0,0.0228,0.0298,0.0,0.0719,0.527,95.988,romance
You Can't Hurry Love,0.631,0.888,7.0,-7.236,1.0,0.0293,0.0355,0.0,0.0747,0.805,97.539,romance
The Way You Make Me Feel - 2012 Remaster,0.877,0.854,1.0,-4.523,1.0,0.147,0.0544,5.5e-05,0.144,0.528,114.472,romance
Sexual Healing,0.805,0.601,0.0,-9.7,0.0,0.0579,0.119,0.000129,0.0581,0.742,94.382,romance
You Make My Dreams - Remastered,0.748,0.652,5.0,-6.851,1.0,0.0594,0.251,0.0598,0.0408,0.857,167.17,romance
Shape Of My Heart,0.537,0.373,6.0,-10.081,0.0,0.0331,0.691,0.000915,0.083,0.243,83.936,romance
You're Still The One,0.563,0.536,3.0,-7.149,1.0,0.0301,0.472,0.0,0.271,0.658,133.852,romance
All Out of Love,0.503,0.47,0.0,-8.006,1.0,0.0257,0.291,0.0,0.396,0.331,108.486,romance
(I Can't Help) Falling in Love With You,0.637,0.837,2.0,-8.605,1.0,0.0363,0.0393,0.00294,0.142,0.822,172.455,romance
If You Don't Know Me By Now - 2008 Remastered Version,0.638,0.352,10.0,-9.266,1.0,0.0268,0.492,0.0,0.105,0.199,94.173,romance
Eternal Flame,0.526,0.358,4.0,-7.239,0.0,0.0243,0.525,0.0,0.0942,0.383,78.988,romance
The Lady In Red,0.565,0.449,10.0,-12.012,1.0,0.0286,0.274,4.71e-06,0.0462,0.451,77.062,romance
Holding Back the Years - 2008 Remastered Version,0.707,0.514,9.0,-8.885,0.0,0.0281,0.58,0.000159,0.0953,0.516,86.035,romance
When a Man Loves a Woman,0.577,0.42,1.0,-8.22,1.0,0.0256,0.2,0.0,0.0933,0.233,82.317,romance
"Oh, Pretty Woman",0.608,0.582,9.0,-9.734,1.0,0.0355,0.725,0.0,0.0854,0.95,127.297,romance
What's Love Got to Do with It,0.851,0.406,1.0,-11.631,1.0,0.0661,0.219,6.41e-06,0.0853,0.805,97.84,romance
